StoneMazePath,-11406,-11404,-11302,-11300
StoneMazeShootingRange,-11412,-11407,-11302,-11294
StoneMazePathBig,-11412,-11404,-11287,-11279
StoneMazePath,-11415,-11413,-11302,-11300
StoneMazeShootingRange,-11403,-11398,-11302,-11294
StoneMazePath,-11415,-11413,-11284,-11282
StoneMazePath,-11397,-11395,-11302,-11300
StoneMazePath,-11415,-11413,-11299,-11297
StoneMazeEndChest,-11403,-11401,-11284,-11282
StoneMazePath,-11397,-11395,-11299,-11297
StoneMazePath,-11415,-11413,-11281,-11279
StoneMazePath,-11397,-11395,-11296,-11294
StoneMazePath,-11418,-11416,-11281,-11279
StoneMazePath,-11418,-11416,-11284,-11282
StoneMazePath,-11397,-11395,-11293,-11291
StoneMazePath,-11400,-11398,-11293,-11291
StoneMazePath,-11397,-11395,-11290,-11288
StoneMazePath,-11418,-11416,-11287,-11285
StoneMazePath,-11415,-11413,-11287,-11285
StoneMazeEndChest,-11403,-11401,-11293,-11291
StoneMazePath,-11418,-11416,-11290,-11288
StoneMazePath,-11400,-11398,-11290,-11288
StoneMazePath,-11415,-11413,-11290,-11288
StoneMazePath,-11412,-11410,-11290,-11288
StoneMazePath,-11409,-11407,-11290,-11288
StoneMazePath,-11409,-11407,-11293,-11291
StoneMazePath,-11403,-11401,-11290,-11288
StoneMazePath,-11403,-11401,-11287,-11285
StoneMazePath,-11406,-11404,-11290,-11288
StoneMazePath,-11400,-11398,-11287,-11285
StoneMazePath,-11406,-11404,-11293,-11291
StoneMazeEndChest,-11397,-11395,-11287,-11285
StoneMazePath,-11400,-11398,-11284,-11282
StoneMazeEndChest,-11400,-11398,-11281,-11279
StoneMazeSmall,-11418,-11395,-11302,-11279
